go_id,pathway_name,pathway_name
GO:0006071,glycerol metabolic process,metabolic-biosynthesis
GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,blood-vessel
GO:0048747,muscle fiber development,muscle
GO:0044206,UMP salvage,metabolic-biosynthesis
GO:0043097,pyrimidine nucleoside salvage,metabolic-biosynthesis
GO:0044211,CTP salvage,metabolic-biosynthesis
GO:0009165,nucleotide biosynthetic process,metabolic-biosynthesis
GO:2000369,regulation of clathrin-dependent endocytosis,cytosis-osome-vesicle
GO:0007249,I-kappaB kinase/NF-kappaB signaling,signalling
GO:0032720,negative regulation of tumor necrosis factor production,cell-death
GO:0042994,cytoplasmic sequestering of transcription factor,transcription
GO:0031665,negative regulation of lipopolysaccharide-mediated signaling pathway,signalling
GO:0034122,negative regulation of toll-like receptor signaling pathway,immune
GO:0010039,response to iron ion,cellular-response
GO:0035902,response to immobilization stress,cellular-response
GO:0007399,nervous system development,spine
GO:0007268,chemical synaptic transmission,synapse
GO:0007271,"synaptic transmission, cholinergic",synapse
GO:0042391,regulation of membrane potential,synapse
GO:0050877,nervous system process,spine
GO:0007274,neuromuscular synaptic transmission,muscle
GO:0006940,regulation of smooth muscle contraction,muscle
GO:0007626,locomotory behavior,behavior
GO:0048814,regulation of dendrite morphogenesis,brain
GO:0035095,behavioral response to nicotine,behavior
GO:0060084,synaptic transmission involved in micturition,synapse
GO:0095500,acetylcholine receptor signaling pathway,neurotransmitters
GO:1905144,response to acetylcholine,neurotransmitters
GO:0014056,"regulation of acetylcholine secretion, neurotransmission",neurotransmitters
GO:0060079,excitatory postsynaptic potential,synapse
GO:0030036,actin cytoskeleton organization,cytoskeleton
GO:0001525,angiogenesis,blood-vessel
GO:0016525,negative regulation of angiogenesis,blood-vessel
GO:0034613,cellular protein localization,protein-processing
GO:0003365,establishment of cell polarity involved in ameboidal cell migration,migration
GO:0001570,vasculogenesis,blood-vessel
GO:0001702,gastrulation with mouth forming second,blastocyst
GO:0006935,chemotaxis,environment-sensing
GO:0040019,positive regulation of embryonic development,blastocyst
GO:0042074,cell migration involved in gastrulation,blastocyst
GO:0043534,blood vessel endothelial cell migration,blood-vessel
GO:0048514,blood vessel morphogenesis,blood-vessel
GO:0006826,iron ion transport,transport
GO:0006880,intracellular sequestering of iron ion,blood-vessel
GO:0051349,positive regulation of lyase activity,metabolic-biosynthesis
GO:1904231,positive regulation of succinate dehydrogenase activity,metabolic-biosynthesis
GO:1904234,positive regulation of aconitate hydratase activity,metabolic-biosynthesis
GO:0006094,gluconeogenesis,metabolic-biosynthesis
GO:0042593,glucose homeostasis,homeostasis
GO:0051156,glucose 6-phosphate metabolic process,metabolic-biosynthesis
GO:0005977,glycogen metabolic process,metabolic-biosynthesis
GO:0005980,glycogen catabolic process,catabolic
GO:0006641,triglyceride metabolic process,metabolic-biosynthesis
GO:0008202,steroid metabolic process,metabolic-biosynthesis
GO:0009743,response to carbohydrate,cellular-response
GO:0010468,regulation of gene expression,transcription
GO:0015760,glucose-6-phosphate transport,transport
GO:0032094,response to food,cellular-response
GO:0032868,response to insulin,pancreas
GO:0032869,cellular response to insulin stimulus,cellular-response
GO:0035264,multicellular organism growth,multicellular
GO:0042632,cholesterol homeostasis,homeostasis
GO:0046415,urate metabolic process,metabolic-biosynthesis
GO:0046838,phosphorylated carbohydrate dephosphorylation,phosphorylation
GO:0055088,lipid homeostasis,homeostasis
GO:1904638,response to resveratrol,cellular-response
GO:0033209,tumor necrosis factor-mediated signaling pathway,cell-death
GO:0007267,cell-cell signaling,signalling
GO:0060078,regulation of postsynaptic membrane potential,synapse
GO:2000300,regulation of synaptic vesicle exocytosis,cytosis-osome-vesicle
GO:0070527,platelet aggregation,red-blood
GO:0045214,sarcomere organization,muscle
GO:0060537,muscle tissue development,muscle
GO:0035335,peptidyl-tyrosine dephosphorylation,peptide
GO:0006470,protein dephosphorylation,phosphorylation
GO:0016311,dephosphorylation,phosphorylation
GO:0043410,positive regulation of MAPK cascade,MAPK
GO:1903979,negative regulation of microglial cell activation,microglia
GO:0032760,positive regulation of tumor necrosis factor production,cell-death
GO:0051607,defense response to virus,immune
GO:0001960,negative regulation of cytokine-mediated signaling pathway,immune
GO:0051726,regulation of cell cycle,cell-cycle
GO:0030217,T cell differentiation,lymphoid
GO:0006469,negative regulation of protein kinase activity,kinase
GO:0006933,negative regulation of cell adhesion involved in substrate-bound cell migration,cell-adhesion
GO:0051209,release of sequestered calcium ion into cytosol,calcium
GO:0042100,B cell proliferation,lymphoid
GO:0002244,hematopoietic progenitor cell differentiation,hematopoiesis
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,peptide
GO:0030890,positive regulation of B cell proliferation,lymphoid
GO:0035584,calcium-mediated signaling using intracellular calcium source,calcium
GO:0048539,bone marrow development,myeloid
GO:0001915,negative regulation of T cell mediated cytotoxicity,lymphoid
GO:0002378,immunoglobulin biosynthetic process,immune
GO:0030183,B cell differentiation,lymphoid
GO:0031668,cellular response to extracellular stimulus,cellular-response
GO:0032677,regulation of interleukin-8 production,immune
GO:0042110,T cell activation,lymphoid
GO:0044770,cell cycle phase transition,cell-cycle
GO:0044855,plasma membrane raft distribution,immune
GO:0045085,negative regulation of interleukin-2 biosynthetic process,immune
GO:0046425,regulation of receptor signaling pathway via JAK-STAT,immune
GO:0048864,stem cell development,cell-division
GO:0050764,regulation of phagocytosis,cytosis-osome-vesicle
GO:0050857,positive regulation of antigen receptor-mediated signaling pathway,ecm
GO:0061097,regulation of protein tyrosine kinase activity,kinase
GO:0061099,negative regulation of protein tyrosine kinase activity,kinase
GO:0070373,negative regulation of ERK1 and ERK2 cascade,MAPK
GO:1903615,positive regulation of protein tyrosine phosphatase activity,protein-processing
GO:1904155,DN2 thymocyte differentiation,lymphoid
GO:1905451,positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis,cytosis-osome-vesicle
GO:2000473,positive regulation of hematopoietic stem cell migration,hematopoiesis
GO:2000648,positive regulation of stem cell proliferation,cell-division
GO:0001916,positive regulation of T cell mediated cytotoxicity,lymphoid
GO:0002711,positive regulation of T cell mediated immunity,lymphoid
GO:0002923,regulation of humoral immune response mediated by circulating immunoglobulin,immune
GO:0002925,positive regulation of humoral immune response mediated by circulating immunoglobulin,immune
GO:0007159,leukocyte cell-cell adhesion,cell-adhesion
GO:0010332,response to gamma radiation,cellular-response
GO:0031953,negative regulation of protein autophosphorylation,phosphorylation
GO:0042098,T cell proliferation,lymphoid
GO:0045059,positive thymic T cell selection,lymphoid
GO:0045060,negative thymic T cell selection,lymphoid
GO:0045582,positive regulation of T cell differentiation,lymphoid
GO:0046641,positive regulation of alpha-beta T cell proliferation,lymphoid
GO:0048304,positive regulation of isotype switching to IgG isotypes,immune
GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,peptide
GO:2001236,regulation of extrinsic apoptotic signaling pathway,cell-death
GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,cell-death
GO:0000413,protein peptidyl-prolyl isomerization,peptide
GO:0061077,chaperone-mediated protein folding,protein-processing
GO:0006457,protein folding,protein-processing
GO:0009617,response to bacterium,immune
GO:0043525,positive regulation of neuron apoptotic process,neuron
GO:0045599,negative regulation of fat cell differentiation,lipid
GO:0001774,microglial cell activation,microglia
GO:1901224,positive regulation of NIK/NF-kappaB signaling,immune
GO:0051897,positive regulation of protein kinase B signaling,immune
GO:1900017,positive regulation of cytokine production involved in inflammatory response,myeloid
GO:0060252,positive regulation of glial cell proliferation,brain
GO:0150078,positive regulation of neuroinflammatory response,brain
GO:0051966,"regulation of synaptic transmission, glutamatergic",neurotransmitters
GO:1900222,negative regulation of amyloid-beta clearance,brain
GO:1902004,positive regulation of amyloid-beta formation,brain
GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell,blood-vessel
GO:1904999,positive regulation of leukocyte adhesion to arterial endothelial cell,blood-vessel
GO:2000778,positive regulation of interleukin-6 secretion,immune
GO:0045598,regulation of fat cell differentiation,lymphoid
GO:2001234,negative regulation of apoptotic signaling pathway,cell-death
GO:0031334,positive regulation of protein-containing complex assembly,protein-processing
GO:0032715,negative regulation of interleukin-6 production,immune
GO:0032722,positive regulation of chemokine production,immune
GO:0032755,positive regulation of interleukin-6 production,immune
GO:2000484,positive regulation of interleukin-8 secretion,immune
GO:0045785,positive regulation of cell adhesion,cell-adhesion
GO:0097191,extrinsic apoptotic signaling pathway,cell-death
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,signalling
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,cell-death
GO:0072659,protein localization to plasma membrane,ecm
GO:2001240,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,cell-death
GO:0043406,positive regulation of MAP kinase activity,MAPK
GO:0045672,positive regulation of osteoclast differentiation,osteo-bone
GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,cell-death
GO:0030866,cortical actin cytoskeleton organization,cytoskeleton
GO:0035509,negative regulation of myosin-light-chain-phosphatase activity,muscle
GO:1903140,regulation of establishment of endothelial barrier,blood-vessel
GO:1903347,negative regulation of bicellular tight junction assembly,ecm
GO:0001819,positive regulation of cytokine production,immune
GO:0097527,necroptotic signaling pathway,cell-death
GO:0043507,positive regulation of JUN kinase activity,kinase
GO:0045429,positive regulation of nitric oxide biosynthetic process,metabolic-biosynthesis
GO:0045416,positive regulation of interleukin-8 biosynthetic process,immune
